name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,latitude,longitude,severity_score,year_valid,decade,century,mass_category,fall_found_flag,hemisphere_ns,hemisphere_ew,location_quality
aachen,1,valid,l5,21.0,fell,1880.0,50.775,6.08333,"50.775, 6.08333",50.775,6.08333,1,True,1880.0,19.0,small,fell,north,east,valid
aarhus,2,valid,h6,720.0,fell,1951.0,56.18333,10.23333,"56.18333, 10.23333",56.18333,10.23333,2,True,1950.0,20.0,medium,fell,north,east,valid
abee,6,valid,eh4,107000.0,fell,1952.0,54.21667,-113.0,"54.21667, -113.0",54.21667,-113.0,5,True,1950.0,20.0,massive,fell,north,west,valid
acapulco,10,valid,acapulcoite,1914.0,fell,1976.0,16.88333,-99.9,"16.88333, -99.9",16.88333,-99.9,3,True,1970.0,20.0,large,fell,north,west,valid
achiras,370,valid,l6,780.0,fell,1902.0,-33.16667,-64.95,"-33.16667, -64.95",-33.16667,-64.95,2,True,1900.0,20.0,medium,fell,south,west,valid
adhi kot,379,valid,eh4,4239.0,fell,1919.0,32.1,71.8,"32.1, 71.8",32.1,71.8,3,True,1910.0,20.0,large,fell,north,east,valid
adzhi-bogdo (stone),390,valid,ll3-6,910.0,fell,1949.0,44.83333,95.16667,"44.83333, 95.16667",44.83333,95.16667,2,True,1940.0,20.0,medium,fell,north,east,valid
agen,392,valid,h5,30000.0,fell,1814.0,44.21667,0.61667,"44.21667, 0.61667",44.21667,0.61667,4,True,1810.0,19.0,massive,fell,north,east,valid
aguada,398,valid,l6,1620.0,fell,1930.0,-31.6,-65.23333,"-31.6, -65.23333",-31.6,-65.23333,3,True,1930.0,20.0,large,fell,south,west,valid
aguila blanca,417,valid,l,1440.0,fell,1920.0,-30.86667,-64.55,"-30.86667, -64.55",-30.86667,-64.55,3,True,1920.0,20.0,large,fell,south,west,valid
aioun el atrouss,423,valid,diogenite-pm,1000.0,fell,1974.0,16.39806,-9.57028,"16.39806, -9.57028",16.39806,-9.57028,2,True,1970.0,20.0,medium,fell,north,west,valid
aïr,424,valid,l6,24000.0,fell,1925.0,19.08333,8.38333,"19.08333, 8.38333",19.08333,8.38333,4,True,1920.0,20.0,massive,fell,north,east,valid
aire-sur-la-lys,425,valid,unknown,,fell,1769.0,50.66667,2.33333,"50.66667, 2.33333",50.66667,2.33333,,True,1760.0,18.0,,fell,north,east,valid
akaba,426,valid,l6,779.0,fell,1949.0,29.51667,35.05,"29.51667, 35.05",29.51667,35.05,2,True,1940.0,20.0,medium,fell,north,east,valid
akbarpur,427,valid,h4,1800.0,fell,1838.0,29.71667,77.95,"29.71667, 77.95",29.71667,77.95,3,True,1830.0,19.0,large,fell,north,east,valid
akwanga,432,valid,h,3000.0,fell,1959.0,8.91667,8.43333,"8.91667, 8.43333",8.91667,8.43333,3,True,1950.0,20.0,large,fell,north,east,valid
akyumak,433,valid,"iron, iva",50000.0,fell,1981.0,39.91667,42.81667,"39.91667, 42.81667",39.91667,42.81667,4,True,1980.0,20.0,massive,fell,north,east,valid
al rais,446,valid,cr2-an,160.0,fell,1957.0,24.41667,39.51667,"24.41667, 39.51667",24.41667,39.51667,2,True,1950.0,20.0,medium,fell,north,east,valid
al zarnkh,447,valid,ll5,700.0,fell,2001.0,13.66033,28.96,"13.66033, 28.96",13.66033,28.96,2,True,2000.0,21.0,medium,fell,north,east,valid
alais,448,valid,ci1,6000.0,fell,1806.0,44.11667,4.08333,"44.11667, 4.08333",44.11667,4.08333,3,True,1800.0,19.0,large,fell,north,east,valid
albareto,453,valid,l/ll4,2000.0,fell,1766.0,44.65,11.01667,"44.65, 11.01667",44.65,11.01667,3,True,1760.0,18.0,large,fell,north,east,valid
alberta,454,valid,l,625.0,fell,1949.0,2.0,22.66667,"2.0, 22.66667",2.0,22.66667,2,True,1940.0,20.0,medium,fell,north,east,valid
alby sur chéran,458,valid,eucrite-mmict,252.0,fell,2002.0,45.82133,6.01533,"45.82133, 6.01533",45.82133,6.01533,2,True,2000.0,21.0,medium,fell,north,east,valid
aldsworth,461,valid,ll5,700.0,fell,1835.0,51.78333,-1.78333,"51.78333, -1.78333",51.78333,-1.78333,2,True,1830.0,19.0,medium,fell,north,west,valid
aleppo,462,valid,l6,3200.0,fell,1873.0,36.23333,37.13333,"36.23333, 37.13333",36.23333,37.13333,3,True,1870.0,19.0,large,fell,north,east,valid
alessandria,463,valid,h5,908.0,fell,1860.0,44.88333,8.75,"44.88333, 8.75",44.88333,8.75,2,True,1860.0,19.0,medium,fell,north,east,valid
alexandrovsky,465,valid,h4,9251.0,fell,1900.0,50.95,31.81667,"50.95, 31.81667",50.95,31.81667,3,True,1900.0,20.0,large,fell,north,east,valid
alfianello,466,valid,l6,228000.0,fell,1883.0,45.26667,10.15,"45.26667, 10.15",45.26667,10.15,5,True,1880.0,19.0,massive,fell,north,east,valid
allegan,2276,valid,h5,32000.0,fell,1899.0,42.53333,-85.88333,"42.53333, -85.88333",42.53333,-85.88333,4,True,1890.0,19.0,massive,fell,north,west,valid
allende,2278,valid,cv3,2000000.0,fell,1969.0,26.96667,-105.31667,"26.96667, -105.31667",26.96667,-105.31667,5,True,1960.0,20.0,massive,fell,north,west,valid
almahata sitta,48915,valid,ureilite-an,3950.0,fell,2008.0,20.74575,32.41275,"20.74575, 32.41275",20.74575,32.41275,3,True,2000.0,21.0,large,fell,north,east,valid
alta'ameem,2284,valid,ll5,6000.0,fell,1977.0,35.27333,44.21556,"35.27333, 44.21556",35.27333,44.21556,3,True,1970.0,20.0,large,fell,north,east,valid
ambapur nagla,2290,valid,h5,6400.0,fell,1895.0,27.66667,78.25,"27.66667, 78.25",27.66667,78.25,3,True,1890.0,19.0,large,fell,north,east,valid
andhara,2294,valid,stone-uncl,2700.0,fell,1880.0,26.58333,85.56667,"26.58333, 85.56667",26.58333,85.56667,3,True,1880.0,19.0,large,fell,north,east,valid
andover,2295,valid,l6,3200.0,fell,1898.0,44.61667,-70.75,"44.61667, -70.75",44.61667,-70.75,3,True,1890.0,19.0,large,fell,north,west,valid
andreevka,2296,valid,l3,600.0,fell,1969.0,48.7,37.5,"48.7, 37.5",48.7,37.5,2,True,1960.0,20.0,medium,fell,north,east,valid
andura,2298,valid,h6,17900.0,fell,1939.0,20.88333,76.86667,"20.88333, 76.86667",20.88333,76.86667,4,True,1930.0,20.0,massive,fell,north,east,valid
northwest africa 5815,50693,valid,l5,256.8,found,,0.0,0.0,"0.0, 0.0",0.0,0.0,2,False,,,medium,found,north,east,valid
angers,2301,valid,l6,,fell,1822.0,47.46667,-0.55,"47.46667, -0.55",47.46667,-0.55,,True,1820.0,19.0,,fell,north,west,valid
angra dos reis (stone),2302,valid,angrite,1500.0,fell,1869.0,-22.96667,-44.31667,"-22.96667, -44.31667",-22.96667,-44.31667,3,True,1860.0,19.0,large,fell,south,west,valid
ankober,2304,valid,h4,6500.0,fell,1942.0,9.53333,39.71667,"9.53333, 39.71667",9.53333,39.71667,3,True,1940.0,20.0,large,fell,north,east,valid
anlong,2305,valid,h5,2500.0,fell,1971.0,25.15,105.18333,"25.15, 105.18333",25.15,105.18333,3,True,1970.0,20.0,large,fell,north,east,valid
aomori,2313,valid,l6,320.0,fell,1984.0,40.81056,140.78556,"40.81056, 140.78556",40.81056,140.78556,2,True,1980.0,20.0,medium,fell,north,east,valid
appley bridge,2318,valid,ll6,15000.0,fell,1914.0,53.58333,-2.71667,"53.58333, -2.71667",53.58333,-2.71667,4,True,1910.0,20.0,massive,fell,north,west,valid
apt,2320,valid,l6,3200.0,fell,1803.0,43.86667,5.38333,"43.86667, 5.38333",43.86667,5.38333,3,True,1800.0,19.0,large,fell,north,east,valid
arbol solo,2325,valid,h5,810.0,fell,1954.0,-33.0,-66.0,"-33.0, -66.0",-33.0,-66.0,2,True,1950.0,20.0,medium,fell,south,west,valid
archie,2329,valid,h6,5070.0,fell,1932.0,38.5,-94.3,"38.5, -94.3",38.5,-94.3,3,True,1930.0,20.0,large,fell,north,west,valid
arroyo aguiar,2340,valid,h5,7450.0,fell,1950.0,-31.41667,-60.66667,"-31.41667, -60.66667",-31.41667,-60.66667,3,True,1950.0,20.0,large,fell,south,west,valid
asco,2345,valid,h6,41.0,fell,1805.0,42.45,9.03333,"42.45, 9.03333",42.45,9.03333,1,True,1800.0,19.0,small,fell,north,east,valid
ash creek,48954,valid,l6,9500.0,fell,2009.0,31.805,-97.01,"31.805, -97.01",31.805,-97.01,3,True,2000.0,21.0,large,fell,north,west,valid
ashdon,2346,valid,l6,1300.0,fell,1923.0,52.05,0.3,"52.05, 0.3",52.05,0.3,3,True,1920.0,20.0,large,fell,north,east,valid
assisi,2353,valid,h5,2000.0,fell,1886.0,43.03333,12.55,"43.03333, 12.55",43.03333,12.55,3,True,1880.0,19.0,large,fell,north,east,valid
atarra,4883,valid,l4,1280.0,fell,1920.0,25.25417,80.625,"25.25417, 80.625",25.25417,80.625,3,True,1920.0,20.0,large,fell,north,east,valid
atemajac,4884,valid,l6,94.2,fell,1896.0,20.06667,-103.66667,"20.06667, -103.66667",20.06667,-103.66667,1,True,1890.0,19.0,small,fell,north,west,valid
athens,4885,valid,ll6,265.0,fell,1933.0,34.75,-87.0,"34.75, -87.0",34.75,-87.0,2,True,1930.0,20.0,medium,fell,north,west,valid
atoka,4888,valid,l6,1384.2,fell,1945.0,34.31667,-96.15,"34.31667, -96.15",34.31667,-96.15,3,True,1940.0,20.0,large,fell,north,west,valid
aubres,4893,valid,aubrite,800.0,fell,1836.0,44.38333,5.16667,"44.38333, 5.16667",44.38333,5.16667,2,True,1830.0,19.0,medium,fell,north,east,valid
aumale,4899,valid,l6,50000.0,fell,1865.0,36.16667,3.66667,"36.16667, 3.66667",36.16667,3.66667,4,True,1860.0,19.0,massive,fell,north,east,valid
aumieres,4900,valid,l6,2000.0,fell,1842.0,44.33333,3.23333,"44.33333, 3.23333",44.33333,3.23333,3,True,1840.0,19.0,large,fell,north,east,valid
ausson,4903,valid,l5,50000.0,fell,1858.0,43.08333,0.58333,"43.08333, 0.58333",43.08333,0.58333,4,True,1850.0,19.0,massive,fell,north,east,valid
avanhandava,4905,valid,h4,9330.0,fell,1952.0,-21.46028,-49.95083,"-21.46028, -49.95083",-21.46028,-49.95083,3,True,1950.0,20.0,large,fell,south,west,valid
avce,4906,valid,"iron, iiab",1230.0,fell,1908.0,46.0,13.5,"46.0, 13.5",46.0,13.5,3,True,1900.0,20.0,large,fell,north,east,valid
avilez,4907,valid,h,146.0,fell,1855.0,25.0,-103.5,"25.0, -103.5",25.0,-103.5,2,True,1850.0,19.0,medium,fell,north,west,valid
awere,4910,valid,l4,134.0,fell,1968.0,2.71667,32.83333,"2.71667, 32.83333",2.71667,32.83333,2,True,1960.0,20.0,medium,fell,north,east,valid
aztec,4913,valid,l6,2830.0,fell,1938.0,36.8,-108.0,"36.8, -108.0",36.8,-108.0,3,True,1930.0,20.0,large,fell,north,west,valid
bachmut,4917,valid,l6,18000.0,fell,1814.0,48.6,38.0,"48.6, 38.0",48.6,38.0,4,True,1810.0,19.0,massive,fell,north,east,valid
bahjoi,4922,valid,"iron, iab-sll",10322.0,fell,1934.0,28.48333,78.5,"28.48333, 78.5",28.48333,78.5,4,True,1930.0,20.0,massive,fell,north,east,valid
bald mountain,4925,valid,l4,3700.0,fell,1929.0,35.96667,-82.48333,"35.96667, -82.48333",35.96667,-82.48333,3,True,1920.0,20.0,large,fell,north,west,valid
baldwyn,4926,valid,l6,345.0,fell,1922.0,34.5,-88.66667,"34.5, -88.66667",34.5,-88.66667,2,True,1920.0,20.0,medium,fell,north,west,valid
bali,4928,valid,cv3,1000.0,fell,1907.0,5.38333,16.38333,"5.38333, 16.38333",5.38333,16.38333,2,True,1900.0,20.0,medium,fell,north,east,valid
ban rong du,4934,valid,"iron, ungrouped",16700.0,fell,1993.0,16.66667,101.18333,"16.66667, 101.18333",16.66667,101.18333,4,True,1990.0,20.0,massive,fell,north,east,valid
bandong,4935,valid,ll6,11500.0,fell,1871.0,-6.91667,107.6,"-6.91667, 107.6",-6.91667,107.6,4,True,1870.0,19.0,massive,fell,south,east,valid
bansur,4936,valid,l6,15000.0,fell,1892.0,27.7,76.33333,"27.7, 76.33333",27.7,76.33333,4,True,1890.0,19.0,massive,fell,north,east,valid
banswal,4937,valid,l5,14.0,fell,1913.0,30.4,78.2,"30.4, 78.2",30.4,78.2,1,True,1910.0,20.0,small,fell,north,east,valid
banten,4938,valid,cm2,629.0,fell,1933.0,-6.33333,106.0,"-6.33333, 106.0",-6.33333,106.0,2,True,1930.0,20.0,medium,fell,south,east,valid
barbotan,4942,valid,h5,6400.0,fell,1790.0,43.95,-0.05,"43.95, -0.05",43.95,-0.05,3,True,1790.0,18.0,large,fell,north,west,valid
barcelona (stone),4944,valid,oc,,fell,1704.0,41.36667,2.16667,"41.36667, 2.16667",41.36667,2.16667,,True,1700.0,18.0,,fell,north,east,valid
barea,4946,valid,mesosiderite-a1,3200.0,fell,1842.0,42.38333,-2.5,"42.38333, -2.5",42.38333,-2.5,3,True,1840.0,19.0,large,fell,north,west,valid
barnaul,4947,valid,h5,23.2,fell,1904.0,52.73333,84.08333,"52.73333, 84.08333",52.73333,84.08333,1,True,1900.0,20.0,small,fell,north,east,valid
barntrup,4948,valid,ll4,17.0,fell,1886.0,52.0,9.1,"52.0, 9.1",52.0,9.1,1,True,1880.0,19.0,small,fell,north,east,valid
baroti,4949,valid,l6,4500.0,fell,1910.0,31.61667,76.8,"31.61667, 76.8",31.61667,76.8,3,True,1910.0,20.0,large,fell,north,east,valid
barwell,4954,valid,l5,44000.0,fell,1965.0,52.56528,-1.33972,"52.56528, -1.33972",52.56528,-1.33972,4,True,1960.0,20.0,massive,fell,north,west,valid
bassikounou,44876,valid,h5,29560.0,fell,2006.0,15.78333,-5.9,"15.78333, -5.9",15.78333,-5.9,4,True,2000.0,21.0,massive,fell,north,west,valid
baszkówka,4957,valid,l5,15500.0,fell,1994.0,52.03333,20.93583,"52.03333, 20.93583",52.03333,20.93583,4,True,1990.0,20.0,massive,fell,north,east,valid
bath,4974,valid,h4,21000.0,fell,1892.0,45.41667,-98.31667,"45.41667, -98.31667",45.41667,-98.31667,4,True,1890.0,19.0,massive,fell,north,west,valid
bath furnace,4975,valid,l6,86000.0,fell,1902.0,38.25,-83.75,"38.25, -83.75",38.25,-83.75,4,True,1900.0,20.0,massive,fell,north,west,valid
battle mountain,56133,valid,l6,2900.0,fell,2012.0,40.66813,-117.18913,"40.66813, -117.18913",40.66813,-117.18913,3,True,2010.0,21.0,large,fell,north,west,valid
bawku,4976,valid,ll5,1557.0,fell,1989.0,11.08333,-0.18333,"11.08333, -0.18333",11.08333,-0.18333,3,True,1980.0,20.0,large,fell,north,west,valid
baxter,4977,valid,l6,611.0,fell,1916.0,36.75,-93.5,"36.75, -93.5",36.75,-93.5,2,True,1910.0,20.0,medium,fell,north,west,valid
beardsley,4984,valid,h5,16000.0,fell,1929.0,39.8,-101.2,"39.8, -101.2",39.8,-101.2,4,True,1920.0,20.0,massive,fell,north,west,valid
beaver creek,4986,valid,h5,14000.0,fell,1893.0,51.16667,-117.33333,"51.16667, -117.33333",51.16667,-117.33333,4,True,1890.0,19.0,massive,fell,north,west,valid
beddgelert,4993,valid,h5,794.0,fell,1949.0,53.01667,-4.1,"53.01667, -4.1",53.01667,-4.1,2,True,1940.0,20.0,medium,fell,north,west,valid
bells,5005,valid,c2-ung,375.0,fell,1961.0,33.6,-96.46667,"33.6, -96.46667",33.6,-96.46667,2,True,1960.0,20.0,medium,fell,north,west,valid
belville,5009,valid,oc,,fell,1937.0,-32.33333,-64.86667,"-32.33333, -64.86667",-32.33333,-64.86667,,True,1930.0,20.0,,fell,south,west,valid
benares (a),5011,valid,ll4,3700.0,fell,1798.0,25.36667,82.91667,"25.36667, 82.91667",25.36667,82.91667,3,True,1790.0,18.0,large,fell,north,east,valid
benguerir,30443,valid,ll6,25000.0,fell,2004.0,32.25,-8.15,"32.25, -8.15",32.25,-8.15,4,True,2000.0,21.0,massive,fell,north,west,valid
beni m'hira,5018,valid,l6,19000.0,fell,2001.0,32.86667,10.8,"32.86667, 10.8",32.86667,10.8,4,True,2000.0,21.0,massive,fell,north,east,valid
benld,5021,valid,h6,1770.5,fell,1938.0,39.08333,-89.15,"39.08333, -89.15",39.08333,-89.15,3,True,1930.0,20.0,large,fell,north,west,valid
benoni,5023,valid,h6,3880.0,fell,1943.0,-26.16667,28.41667,"-26.16667, 28.41667",-26.16667,28.41667,3,True,1940.0,20.0,large,fell,south,east,valid
bensour,5024,valid,ll6,45000.0,fell,2002.0,30.0,-7.0,"30.0, -7.0",30.0,-7.0,4,True,2000.0,21.0,massive,fell,north,west,valid
benton,5026,valid,ll6,2840.0,fell,1949.0,45.95,-67.55,"45.95, -67.55",45.95,-67.55,3,True,1940.0,20.0,large,fell,north,west,valid
berduc,48975,valid,l6,270.0,fell,2008.0,-31.91,-58.32833,"-31.91, -58.32833",-31.91,-58.32833,2,True,2000.0,21.0,medium,fell,south,west,valid
béréba,5028,valid,eucrite-mmict,18000.0,fell,1924.0,11.65,-3.65,"11.65, -3.65",11.65,-3.65,4,True,1920.0,20.0,massive,fell,north,west,valid
berlanguillas,5029,valid,l6,1440.0,fell,1811.0,41.68333,-3.8,"41.68333, -3.8",41.68333,-3.8,3,True,1810.0,19.0,large,fell,north,west,valid
berthoud,47355,valid,eucrite-mmict,960.0,fell,2004.0,40.30583,-105.02325,"40.30583, -105.02325",40.30583,-105.02325,2,True,2000.0,21.0,medium,fell,north,west,valid
bethlehem,5032,valid,h,13.9,fell,1859.0,42.53333,-73.83333,"42.53333, -73.83333",42.53333,-73.83333,1,True,1850.0,19.0,small,fell,north,west,valid
beuste,5034,valid,l5,2000.0,fell,1859.0,43.21667,-0.23333,"43.21667, -0.23333",43.21667,-0.23333,3,True,1850.0,19.0,large,fell,north,west,valid
beyrout,5035,valid,ll3.8,1100.0,fell,1921.0,33.88333,35.5,"33.88333, 35.5",33.88333,35.5,3,True,1920.0,20.0,large,fell,north,east,valid
bhagur,5037,valid,l6,18.0,fell,1877.0,20.88333,74.83333,"20.88333, 74.83333",20.88333,74.83333,1,True,1870.0,19.0,small,fell,north,east,valid
bhawad,36591,valid,ll6,678.0,fell,2002.0,26.50833,73.11528,"26.50833, 73.11528",26.50833,73.11528,2,True,2000.0,21.0,medium,fell,north,east,valid
bherai,5039,valid,l6,100.0,fell,1893.0,20.83333,71.46667,"20.83333, 71.46667",20.83333,71.46667,1,True,1890.0,19.0,small,fell,north,east,valid
bhola,5040,valid,ll3-6,1047.0,fell,1940.0,22.68333,90.65,"22.68333, 90.65",22.68333,90.65,3,True,1940.0,20.0,large,fell,north,east,valid
bholghati,5041,valid,howardite,2500.0,fell,1905.0,22.08333,86.9,"22.08333, 86.9",22.08333,86.9,3,True,1900.0,20.0,large,fell,north,east,valid
bialystok,5042,valid,eucrite-pmict,4000.0,fell,1827.0,53.1,23.2,"53.1, 23.2",53.1,23.2,3,True,1820.0,19.0,large,fell,north,east,valid
bielokrynitschie,5043,valid,h4,1900.0,fell,1887.0,50.13333,27.16667,"50.13333, 27.16667",50.13333,27.16667,3,True,1880.0,19.0,large,fell,north,east,valid
bilanga,5045,valid,diogenite,25000.0,fell,1999.0,12.45,-0.08333,"12.45, -0.08333",12.45,-0.08333,4,True,1990.0,20.0,massive,fell,north,west,valid
binningup,5051,valid,h5,488.1,fell,1984.0,-33.15639,115.67639,"-33.15639, 115.67639",-33.15639,115.67639,2,True,1980.0,20.0,medium,fell,south,east,valid
birni n'konni,5056,valid,h4,560.0,fell,1923.0,13.76667,5.3,"13.76667, 5.3",13.76667,5.3,2,True,1920.0,20.0,medium,fell,north,east,valid
bishopville,5059,valid,aubrite,6000.0,fell,1843.0,34.16667,-80.28333,"34.16667, -80.28333",34.16667,-80.28333,3,True,1840.0,19.0,large,fell,north,west,valid
bishunpur,5060,valid,ll3.15,1039.0,fell,1895.0,25.38333,82.6,"25.38333, 82.6",25.38333,82.6,3,True,1890.0,19.0,large,fell,north,east,valid
bjelaja zerkov,5063,valid,h6,1850.0,fell,1796.0,49.78333,30.16667,"49.78333, 30.16667",49.78333,30.16667,3,True,1790.0,18.0,large,fell,north,east,valid
bjurböle,5064,valid,l/ll4,330000.0,fell,1899.0,60.4,25.8,"60.4, 25.8",60.4,25.8,5,True,1890.0,19.0,massive,fell,north,east,valid
black moshannan park,5065,valid,l5,705.0,fell,1941.0,40.91667,-78.08333,"40.91667, -78.08333",40.91667,-78.08333,2,True,1940.0,20.0,medium,fell,north,west,valid
blackwell,5068,valid,l5,2381.0,fell,1906.0,36.83333,-97.33333,"36.83333, -97.33333",36.83333,-97.33333,3,True,1900.0,20.0,large,fell,north,west,valid
blanket,5071,valid,l6,5100.0,fell,1909.0,31.83333,-98.83333,"31.83333, -98.83333",31.83333,-98.83333,3,True,1900.0,20.0,large,fell,north,west,valid
blansko,5072,valid,h6,470.0,fell,1833.0,49.36667,16.63333,"49.36667, 16.63333",49.36667,16.63333,2,True,1830.0,19.0,medium,fell,north,east,valid
bloomington,5076,valid,ll6,67.8,fell,1938.0,40.48,-89.00417,"40.48, -89.00417",40.48,-89.00417,1,True,1930.0,20.0,small,fell,north,west,valid
bo xian,5090,valid,ll3.9,7500.0,fell,1977.0,33.83333,115.83333,"33.83333, 115.83333",33.83333,115.83333,3,True,1970.0,20.0,large,fell,north,east,valid
bocas,5093,valid,l6,56.0,fell,1804.0,23.0,-102.0,"23.0, -102.0",23.0,-102.0,1,True,1800.0,19.0,small,fell,north,west,valid
bogou,5097,valid,"iron, iab-mg",8800.0,fell,1962.0,12.5,0.7,"12.5, 0.7",12.5,0.7,3,True,1960.0,20.0,large,fell,north,east,valid
boguslavka,5098,valid,"iron, iiab",256000.0,fell,1916.0,44.55,131.63333,"44.55, 131.63333",44.55,131.63333,5,True,1910.0,20.0,massive,fell,north,east,valid
borgo san donino,5110,valid,ll6,1676.0,fell,1808.0,44.86667,10.05,"44.86667, 10.05",44.86667,10.05,3,True,1800.0,19.0,large,fell,north,east,valid
bori,5111,valid,l6,8600.0,fell,1894.0,21.95,78.03333,"21.95, 78.03333",21.95,78.03333,3,True,1890.0,19.0,large,fell,north,east,valid
boriskino,5112,valid,cm2,1342.0,fell,1930.0,54.23333,52.48333,"54.23333, 52.48333",54.23333,52.48333,3,True,1930.0,20.0,large,fell,north,east,valid
borkut,5113,valid,l5,7000.0,fell,1852.0,48.15,24.28333,"48.15, 24.28333",48.15,24.28333,3,True,1850.0,19.0,large,fell,north,east,valid
borodino,5114,valid,h5,500.0,fell,1812.0,55.46667,35.86667,"55.46667, 35.86667",55.46667,35.86667,2,True,1810.0,19.0,medium,fell,north,east,valid
botschetschki,5117,valid,l4,614.0,fell,1823.0,51.33333,33.88333,"51.33333, 33.88333",51.33333,33.88333,2,True,1820.0,19.0,medium,fell,north,east,valid
boumdeid (2003),57168,valid,l6,190.0,fell,2003.0,17.71067,-11.3715,"17.71067, -11.3715",17.71067,-11.3715,2,True,2000.0,21.0,medium,fell,north,west,valid
boumdeid (2011),57167,valid,l6,3599.0,fell,2011.0,17.17493,-11.34133,"17.17493, -11.34133",17.17493,-11.34133,3,True,2010.0,21.0,large,fell,north,west,valid
bovedy,5121,valid,l3,5460.0,fell,1969.0,54.56667,-6.33333,"54.56667, -6.33333",54.56667,-6.33333,3,True,1960.0,20.0,large,fell,north,west,valid
bradford woods,5128,valid,l,762.0,fell,1886.0,40.5,-80.08333,"40.5, -80.08333",40.5,-80.08333,2,True,1880.0,19.0,medium,fell,north,west,valid
braunau,5133,valid,"iron, iiab",39000.0,fell,1847.0,50.6,16.3,"50.6, 16.3",50.6,16.3,4,True,1840.0,19.0,massive,fell,north,east,valid
breitscheid,5134,valid,h5,1500.0,fell,1956.0,50.66694,8.18361,"50.66694, 8.18361",50.66694,8.18361,3,True,1950.0,20.0,large,fell,north,east,valid
bremervörde,5135,valid,h/l3.9,7250.0,fell,1855.0,53.4,9.1,"53.4, 9.1",53.4,9.1,3,True,1850.0,19.0,large,fell,north,east,valid
brient,5140,valid,eucrite-pmict,219.0,fell,1933.0,52.13333,59.31667,"52.13333, 59.31667",52.13333,59.31667,2,True,1930.0,20.0,medium,fell,north,east,valid
bruderheim,5156,valid,l6,303000.0,fell,1960.0,53.9,-112.88333,"53.9, -112.88333",53.9,-112.88333,5,True,1960.0,20.0,massive,fell,north,west,valid
bukhara,30448,valid,cv3,5300.0,fell,2001.0,39.77978,64.60035,"39.77978, 64.60035",39.77978,64.60035,3,True,2000.0,21.0,large,fell,north,east,valid
bulls run,5163,valid,iron?,2250.0,fell,1964.0,,,,,,3,True,1960.0,20.0,large,fell,south,west,missing
bunburra rockhole,48653,valid,eucrite,324.0,fell,2007.0,-31.35,129.19,"-31.35, 129.19",-31.35,129.19,2,True,2000.0,21.0,medium,fell,south,east,valid
bununu,5165,valid,howardite,357.0,fell,1942.0,10.01667,9.58333,"10.01667, 9.58333",10.01667,9.58333,2,True,1940.0,20.0,medium,fell,north,east,valid
bur-gheluai,5169,valid,h5,120000.0,fell,1919.0,5.0,48.0,"5.0, 48.0",5.0,48.0,5,True,1910.0,20.0,massive,fell,north,east,valid
burnwell,5175,valid,h4-an,1504.0,fell,1990.0,37.62194,-82.23722,"37.62194, -82.23722",37.62194,-82.23722,3,True,1990.0,20.0,large,fell,north,west,valid
bursa,5177,valid,l6,25000.0,fell,1946.0,40.2,29.23333,"40.2, 29.23333",40.2,29.23333,4,True,1940.0,20.0,massive,fell,north,east,valid
buschhof,5178,valid,l6,5000.0,fell,1863.0,46.45,25.78333,"46.45, 25.78333",46.45,25.78333,3,True,1860.0,19.0,large,fell,north,east,valid
bustee,5181,valid,aubrite,1500.0,fell,1852.0,26.78333,82.83333,"26.78333, 82.83333",26.78333,82.83333,3,True,1850.0,19.0,large,fell,north,east,valid
butsura,5183,valid,h6,29000.0,fell,1861.0,27.08333,84.08333,"27.08333, 84.08333",27.08333,84.08333,4,True,1860.0,19.0,massive,fell,north,east,valid
buzzard coulee,48654,valid,h4,41000.0,fell,2008.0,52.996,-109.84817,"52.996, -109.84817",52.996,-109.84817,4,True,2000.0,21.0,massive,fell,north,west,valid
cabezo de mayo,5185,valid,l/ll6,25000.0,fell,1870.0,37.98333,-1.16667,"37.98333, -1.16667",37.98333,-1.16667,4,True,1870.0,19.0,massive,fell,north,west,valid
cabin creek,5186,valid,"iron, iiiab",48500.0,fell,1886.0,35.5,-93.5,"35.5, -93.5",35.5,-93.5,4,True,1880.0,19.0,massive,fell,north,west,valid
cacak,5187,valid,oc,212.0,fell,1919.0,43.83889,20.33333,"43.83889, 20.33333",43.83889,20.33333,2,True,1910.0,20.0,medium,fell,north,east,valid
cali,45976,valid,h/l4,478.0,fell,2007.0,3.405,-76.51,"3.405, -76.51",3.405,-76.51,2,True,2000.0,21.0,medium,fell,north,west,valid
calivo,5200,valid,stone-uncl,2400.0,fell,1916.0,11.75,122.33333,"11.75, 122.33333",11.75,122.33333,3,True,1910.0,20.0,large,fell,north,east,valid
campos sales,5249,valid,l5,23680.0,fell,1991.0,-7.03333,-40.16667,"-7.03333, -40.16667",-7.03333,-40.16667,4,True,1990.0,20.0,massive,fell,south,west,valid
çanakkale,5250,valid,l6,4000.0,fell,1964.0,39.8,26.6,"39.8, 26.6",39.8,26.6,3,True,1960.0,20.0,large,fell,north,east,valid
cañellas,5251,valid,h4,945.0,fell,1861.0,41.25,1.66667,"41.25, 1.66667",41.25,1.66667,2,True,1860.0,19.0,medium,fell,north,east,valid
cangas de onis,5252,valid,h5,34000.0,fell,1866.0,43.38333,-5.15,"43.38333, -5.15",43.38333,-5.15,4,True,1860.0,19.0,massive,fell,north,west,valid
