name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,latitude,longitude,severity_score,year_valid,decade,century,mass_category,fall_found_flag,hemisphere_ns,hemisphere_ew,location_quality
yamato 792828,28177,valid,l6,3.47,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792829,28178,valid,h4,4.43,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792831,28180,valid,h5,4.77,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792835,28184,valid,h4,3.67,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792837,28186,valid,h5,4.33,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792843,28192,valid,h6,2.31,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792844,28193,valid,h5,3.64,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792851,28200,valid,h6,0.94,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792860,28209,valid,h4,15.04,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792861,28210,valid,h6,6.43,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792862,28211,valid,h6,150.76,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,2,True,1970.0,20.0,medium,found,south,east,valid
yamato 792863,28212,valid,h5,132.25,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,2,True,1970.0,20.0,medium,found,south,east,valid
yamato 792864,28213,valid,h4,52.96,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792865,28214,valid,h4,33.37,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792866,28215,valid,h4,15.55,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792867,28216,valid,h4,20.96,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792868,28217,valid,h4,13.01,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792869,28218,valid,h4,15.68,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792870,28219,valid,h4,13.56,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792872,28221,valid,h4,7.85,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792873,28222,valid,h4,9.16,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792875,28224,valid,h5,5.71,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792879,28228,valid,h4,4.44,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792880,28229,valid,h5,7.64,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792883,28232,valid,h5,3.83,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792891,28240,valid,h5,38.17,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792892,28241,valid,h6,26.86,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792893,28242,valid,h5,24.39,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792894,28243,valid,h4,15.1,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792895,28244,valid,h5,2.7,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792896,28245,valid,h5,2.17,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792897,28246,valid,h4,1.52,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792898,28247,valid,h4,56.69,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792899,28248,valid,h4,23.69,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792900,28249,valid,h4,18.5,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792901,28250,valid,h4,17.88,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792903,28252,valid,h4,9.07,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792904,28253,valid,l6,7.86,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792905,28254,valid,h4,8.72,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792906,28255,valid,h4,6.08,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792907,28256,valid,l6,4.65,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792909,28258,valid,l6,3.48,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792910,28259,valid,h4,5.77,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792911,28260,valid,l6,3.4,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792912,28261,valid,h4,2.37,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792913,28262,valid,h4,3.37,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792915,28264,valid,h3,0.37,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792916,28265,valid,l6,11.1,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792917,28266,valid,l6,6.07,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792918,28267,valid,l6,4.75,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792919,28268,valid,h4,106.08,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,2,True,1970.0,20.0,medium,found,south,east,valid
yamato 792920,28269,valid,h4,28.48,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792921,28270,valid,h4,10.06,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792922,28271,valid,h4,5.06,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792923,28272,valid,h4,0.3,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792924,28273,valid,h5,7.07,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792925,28274,valid,h6,3.57,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792926,28275,valid,h4,39.45,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792927,28276,valid,h3.7,25.84,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792928,28277,valid,h6,18.94,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792929,28278,valid,ll4,8.74,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792930,28279,valid,ll3,2.53,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792931,28280,valid,h4,74.3,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792932,28281,valid,h5,7.94,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792933,28282,valid,h6,6.2,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792934,28283,valid,l6,5.32,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792935,28284,valid,h5,760.0,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,2,True,1970.0,20.0,medium,found,south,east,valid
yamato 792936,28285,valid,h6,16.28,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792937,28286,valid,h4,21.23,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792938,28287,valid,h4,43.26,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792939,28288,valid,h5,41.52,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792940,28289,valid,h4,24.14,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792941,28290,valid,h4,8.39,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792942,28291,valid,h5,7.9,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792943,28292,valid,h4,12.37,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792944,28293,valid,l6,49.46,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792945,28294,valid,l6,15.0,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792946,28295,valid,l6,2.8,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792947,28296,valid,h3.2-an,233.4,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,2,True,1970.0,20.0,medium,found,south,east,valid
yamato 792948,28297,valid,h6,39.57,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792949,28298,valid,h4,13.95,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792950,28299,valid,h6,8.8,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792951,28300,valid,h6,6.73,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792952,28301,valid,h6,5.98,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792953,28302,valid,h6,3.32,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792954,28303,valid,h6,1.98,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792955,28304,valid,h3,1.13,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792956,28305,valid,h6,0.29,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792957,28306,valid,h6,0.35,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792958,28307,valid,h4,107.28,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,2,True,1970.0,20.0,medium,found,south,east,valid
yamato 792959,28308,valid,eh3,36.35,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792960,28309,valid,e3,17.66,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,small,found,south,east,valid
yamato 792961,28310,valid,e3,9.53,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792962,28311,valid,e3,5.89,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792963,28312,valid,e3,5.86,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792964,28313,valid,e3,4.42,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792965,28314,valid,e3,5.16,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792966,28315,valid,e3,3.65,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792967,28316,valid,e3,2.65,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792968,28317,valid,e3,2.68,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792969,28318,valid,e3,2.57,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792970,28319,valid,e3,2.32,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792971,28320,valid,e3,2.51,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792972,28321,valid,e3,2.25,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792973,28322,valid,e3,2.04,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792974,28323,valid,e3,1.91,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792975,28324,valid,e3,3.31,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792976,28325,valid,e3,1.63,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792977,28326,valid,e3,2.16,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792978,28327,valid,e3,1.25,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792979,28328,valid,e3,3.24,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792980,28329,valid,e3,2.69,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792981,28330,valid,e3,2.07,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792982,28331,valid,e3,2.15,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792983,28332,valid,e3,1.71,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792984,28333,valid,e3,1.28,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792985,28334,valid,e3,1.62,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792986,28335,valid,e3,0.97,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792987,28336,valid,e3,1.66,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792988,28337,valid,e3,1.18,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792989,28338,valid,e3,1.3,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792990,28339,valid,e3,1.62,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792991,28340,valid,e3,1.77,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792992,28341,valid,e3,1.29,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792993,28342,valid,e3,1.45,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792994,28343,valid,e3,1.55,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792995,28344,valid,e3,2.16,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792996,28345,valid,e3,0.68,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792997,28346,valid,e3,2.44,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792998,28347,valid,e3,1.94,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 792999,28348,valid,e3,1.58,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793000,28349,valid,e3,2.0,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793001,28350,valid,e3,1.1,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793002,28351,valid,e3,1.61,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793003,28352,valid,e3,1.62,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793004,28353,valid,e3,0.94,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793005,28354,valid,e3,1.23,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793006,28355,valid,e3,1.35,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793007,28356,valid,e3,1.07,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793008,28357,valid,e3,1.34,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793009,28358,valid,e3,1.86,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793010,28359,valid,e3,0.97,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793011,28360,valid,e3,1.67,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793012,28361,valid,e3,1.52,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793013,28362,valid,e3,1.31,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793014,28363,valid,e3,0.8,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793015,28364,valid,e3,1.44,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793016,28365,valid,e3,1.1,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793017,28366,valid,e3,1.36,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793018,28367,valid,e3,1.55,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793019,28368,valid,e3,1.17,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793020,28369,valid,e3,0.87,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793021,28370,valid,e3,1.36,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793022,28371,valid,e3,1.46,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793023,28372,valid,e3,1.09,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793024,28373,valid,e3,1.14,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793025,28374,valid,e3,1.03,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793026,28375,valid,e3,0.99,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793027,28376,valid,e3,0.73,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793028,28377,valid,e3,0.85,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793029,28378,valid,e3,1.19,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793030,28379,valid,e3,0.99,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793031,28380,valid,e3,0.91,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
yamato 793032,28381,valid,e3,0.89,found,1979.0,-71.5,35.66667,"-71.5, 35.66667",-71.5,35.66667,1,True,1970.0,20.0,tiny,found,south,east,valid
